rownames,score,unemp,wage,tuition,education,gender_female,gender_male,ethnicity_afam,ethnicity_hispanic,ethnicity_other,fcollege_no,fcollege_yes,mcollege_no,mcollege_yes,home_no,home_yes,urban_no,urban_yes,income_high,income_low,region_other,region_west,target
3337,66.5199966430664,9.199999809265137,9.640000343322754,1.1524200439453125,15,False,True,False,False,True,False,True,False,True,True,False,False,True,True,False,True,False,0
3338,68.45999908447266,9.199999809265137,9.640000343322754,1.1524200439453125,17,True,False,False,False,True,False,True,True,False,False,True,False,True,True,False,True,False,0
3339,63.83000183105469,9.199999809265137,9.640000343322754,1.1524200439453125,13,False,True,False,False,True,False,True,True,False,True,False,False,True,True,False,True,False,0
3340,39.689998626708984,7.300000190734863,7.349999904632568,0.7517299652099609,12,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
3341,51.77000045776367,7.300000190734863,7.349999904632568,0.7517299652099609,13,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
3342,45.63999938964844,7.300000190734863,7.349999904632568,0.7517299652099609,12,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
3343,42.02000045776367,6.300000190734863,10.149999618530272,1.0161700248718262,13,False,True,True,False,False,True,False,True,False,False,True,True,False,False,True,True,False,0
3344,60.689998626708984,6.300000190734863,10.149999618530272,1.0161700248718262,15,True,False,False,False,True,True,False,True,False,False,True,True,False,True,False,True,False,0
3345,55.15999984741211,6.300000190734863,10.149999618530272,1.0161700248718262,16,False,True,False,False,True,True,False,True,False,False,True,True,False,True,False,True,False,0
3346,60.27000045776367,6.300000190734863,10.149999618530272,1.0161700248718262,16,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,0
3347,52.130001068115234,6.300000190734863,10.149999618530272,1.0161700248718262,12,True,False,False,False,True,True,False,True,False,False,True,True,False,True,False,True,False,0
3348,56.95000076293945,6.300000190734863,10.149999618530272,1.0161700248718262,12,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,0
3349,56.40999984741211,6.300000190734863,10.149999618530272,1.0161700248718262,13,False,True,False,False,True,False,True,True,False,False,True,True,False,True,False,True,False,0
3350,61.25,6.300000190734863,10.149999618530272,1.0161700248718262,12,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,0
3351,48.25,6.300000190734863,10.149999618530272,1.0161700248718262,12,False,True,True,False,False,True,False,True,False,False,True,True,False,False,True,True,False,0
3352,50.16999816894531,6.300000190734863,10.149999618530272,1.0161700248718262,16,False,True,False,False,True,True,False,True,False,False,True,True,False,True,False,True,False,0
3353,39.9900016784668,10.800000190734863,9.68000030517578,1.0935300588607788,12,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,0
3354,44.279998779296875,5.199999809265137,7.329999923706055,0.6558899879455566,13,True,False,False,True,False,False,True,False,True,True,False,False,True,False,True,True,False,1
3355,57.689998626708984,5.199999809265137,7.329999923706055,0.6558899879455566,17,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,1
3356,53.83000183105469,5.199999809265137,7.329999923706055,0.6558899879455566,14,True,False,False,False,True,True,False,True,False,False,True,False,True,False,True,True,False,1
3357,54.63999938964844,7.199999809265137,7.349999904632568,0.7517299652099609,16,True,False,False,False,True,True,False,False,True,False,True,True,False,True,False,True,False,0
3358,57.619998931884766,7.199999809265137,7.349999904632568,0.7517299652099609,16,True,False,False,False,True,True,False,False,True,False,True,True,False,False,True,True,False,0
3359,55.91999816894531,7.199999809265137,7.349999904632568,0.7517299652099609,15,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,0
3360,63.66999816894531,7.199999809265137,7.349999904632568,0.7517299652099609,17,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,0
3361,67.91999816894531,4.400000095367432,8.09000015258789,0.8891500234603882,17,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,1
3362,68.66000366210938,4.400000095367432,8.09000015258789,0.8891500234603882,16,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,1
3363,64.19000244140625,4.400000095367432,8.09000015258789,0.8891500234603882,16,False,True,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,1
3364,63.290000915527344,4.400000095367432,8.09000015258789,0.8891500234603882,15,True,False,False,False,True,False,True,True,False,False,True,True,False,True,False,True,False,1
3365,68.30000305175781,4.400000095367432,8.09000015258789,0.8891500234603882,16,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,1
3366,59.41999816894531,4.400000095367432,8.09000015258789,0.8891500234603882,17,False,True,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,1
3367,64.86000061035156,4.0,9.920000076293944,0.4549700021743774,16,True,False,False,False,True,False,True,True,False,False,True,True,False,True,False,True,False,0
3368,60.52000045776367,4.0,9.920000076293944,0.4549700021743774,16,True,False,False,True,False,False,True,False,True,False,True,True,False,True,False,True,False,0
3369,61.61000061035156,7.0,8.09000015258789,0.8891500234603882,16,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,0
3370,67.31999969482422,7.0,8.09000015258789,0.8891500234603882,16,False,True,True,False,False,False,True,True,False,False,True,True,False,False,True,True,False,0
3371,61.93000030517578,7.0,8.09000015258789,0.8891500234603882,16,False,True,False,False,True,False,True,True,False,False,True,True,False,True,False,True,False,0
3372,69.95999908447266,7.0,8.09000015258789,0.8891500234603882,17,False,True,True,False,False,False,True,False,True,False,True,True,False,True,False,True,False,0
3373,69.76000213623047,7.0,8.09000015258789,0.8891500234603882,16,False,True,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,0
3374,62.66999816894531,7.0,8.09000015258789,0.8891500234603882,16,False,True,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,0
3375,63.09000015258789,7.0,8.09000015258789,0.8891500234603882,15,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,0
3376,65.63999938964844,6.699999809265137,10.039999961853027,1.127020001411438,15,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,0
3377,63.56999969482422,6.699999809265137,10.039999961853027,1.127020001411438,15,False,True,False,False,True,False,True,True,False,False,True,True,False,True,False,True,False,0
3378,69.54000091552734,6.699999809265137,10.039999961853027,1.127020001411438,17,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,0
3379,62.599998474121094,5.900000095367432,8.260000228881836,0.6154699921607971,16,False,True,False,False,True,False,True,False,True,False,True,True,False,False,True,True,False,0
3380,63.380001068115234,6.400000095367432,9.760000228881836,0.4849900007247925,16,False,True,True,False,False,False,True,False,True,False,True,True,False,True,False,True,False,0
3381,53.54999923706055,6.400000095367432,9.760000228881836,0.4849900007247925,15,False,True,True,False,False,True,False,True,False,True,False,True,False,False,True,True,False,0
3382,59.279998779296875,6.400000095367432,9.760000228881836,0.4849900007247925,17,False,True,False,True,False,False,True,True,False,False,True,True,False,True,False,True,False,0
3383,63.38999938964844,6.400000095367432,9.760000228881836,0.4849900007247925,17,False,True,False,True,False,False,True,False,True,False,True,True,False,True,False,True,False,0
3384,68.63999938964844,7.199999809265137,11.619999885559082,1.248270034790039,14,False,True,True,False,False,True,False,True,False,False,True,True,False,False,True,True,False,0
3385,59.099998474121094,7.199999809265137,11.619999885559082,1.248270034790039,16,False,True,True,False,False,True,False,True,False,False,True,True,False,False,True,True,False,0
3386,63.290000915527344,7.199999809265137,11.619999885559082,1.248270034790039,16,False,True,True,False,False,False,True,True,False,False,True,True,False,True,False,True,False,0
3387,59.0099983215332,7.199999809265137,11.619999885559082,1.248270034790039,16,False,True,True,False,False,False,True,True,False,False,True,True,False,False,True,True,False,0
3388,58.56999969482422,7.199999809265137,11.619999885559082,1.248270034790039,16,False,True,True,False,False,True,False,True,False,False,True,True,False,False,True,True,False,0
3389,68.58000183105469,4.699999809265137,10.510000228881836,0.8244799971580505,17,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,0
3390,57.779998779296875,4.699999809265137,10.510000228881836,0.8244799971580505,16,True,False,False,False,True,False,True,True,False,False,True,True,False,True,False,True,False,0
3391,59.849998474121094,4.699999809265137,10.510000228881836,0.8244799971580505,16,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,0
3392,70.0999984741211,4.699999809265137,10.510000228881836,0.8244799971580505,16,False,True,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,0
3393,56.2599983215332,4.699999809265137,10.510000228881836,0.8244799971580505,17,False,True,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,0
3394,63.75,4.699999809265137,10.510000228881836,0.8244799971580505,15,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,0
3395,63.630001068115234,4.699999809265137,10.510000228881836,0.8244799971580505,13,False,True,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,0
3396,58.790000915527344,12.600000381469728,11.619999885559082,1.248270034790039,12,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
3397,56.790000915527344,12.600000381469728,11.619999885559082,1.248270034790039,12,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
3398,42.08000183105469,12.600000381469728,11.619999885559082,1.248270034790039,12,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
3399,58.189998626708984,12.600000381469728,11.619999885559082,1.248270034790039,12,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
3400,51.599998474121094,12.600000381469728,11.619999885559082,1.248270034790039,18,False,True,False,False,True,False,True,True,False,False,True,True,False,False,True,True,False,1
3401,54.060001373291016,12.600000381469728,11.619999885559082,1.248270034790039,16,False,True,False,False,True,True,False,True,False,False,True,True,False,True,False,True,False,1
3402,49.52000045776367,12.600000381469728,11.619999885559082,1.248270034790039,12,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
3403,36.150001525878906,7.699999809265137,11.619999885559082,1.248270034790039,12,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,0
3404,61.61000061035156,7.699999809265137,11.619999885559082,1.248270034790039,16,True,False,False,False,True,True,False,True,False,False,True,True,False,True,False,True,False,0
3405,52.06999969482422,7.699999809265137,11.619999885559082,1.248270034790039,12,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,0
3406,66.18000030517578,11.5,9.960000038146973,1.4041600227355957,16,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
3407,62.56999969482422,11.5,9.960000038146973,1.4041600227355957,15,True,False,False,False,True,True,False,True,False,False,True,True,False,True,False,True,False,1
3408,51.93000030517578,11.5,9.960000038146973,1.4041600227355957,16,False,True,False,False,True,False,True,True,False,False,True,True,False,True,False,True,False,1
3409,66.20999908447266,11.5,9.960000038146973,1.4041600227355957,15,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
3410,62.52000045776367,11.5,9.960000038146973,1.4041600227355957,16,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
3411,58.04999923706055,11.5,9.960000038146973,1.4041600227355957,16,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,1
3412,56.43000030517578,11.5,9.960000038146973,1.4041600227355957,16,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
3413,54.470001220703125,8.0,9.640000343322754,1.1524200439453125,14,False,True,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,0
3414,54.459999084472656,8.0,9.640000343322754,1.1524200439453125,15,False,True,False,False,True,True,False,True,False,False,True,False,True,True,False,True,False,0
3415,55.880001068115234,8.0,9.640000343322754,1.1524200439453125,15,False,True,False,False,True,True,False,True,False,True,False,False,True,False,True,True,False,0
3416,52.88999938964844,8.0,9.640000343322754,1.1524200439453125,16,False,True,False,False,True,True,False,True,False,False,True,False,True,True,False,True,False,0
3417,58.540000915527344,8.0,9.640000343322754,1.1524200439453125,16,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,True,False,0
3418,52.810001373291016,8.0,9.640000343322754,1.1524200439453125,16,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,True,False,0
3419,55.380001068115234,8.0,9.640000343322754,1.1524200439453125,13,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False,0
3420,64.83000183105469,8.0,9.640000343322754,1.1524200439453125,16,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,0
3421,60.18000030517578,8.0,9.640000343322754,1.1524200439453125,16,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,True,False,0
3422,58.810001373291016,8.0,9.640000343322754,1.1524200439453125,16,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,True,False,0
3423,55.2400016784668,5.599999904632568,9.640000343322754,1.1524200439453125,13,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,0
3424,49.619998931884766,5.599999904632568,9.640000343322754,1.1524200439453125,12,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,0
3425,55.81999969482422,5.599999904632568,9.640000343322754,1.1524200439453125,16,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,0
3426,60.630001068115234,5.599999904632568,9.640000343322754,1.1524200439453125,12,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,0
3427,55.79999923706055,5.599999904632568,9.640000343322754,1.1524200439453125,16,False,True,True,False,False,True,False,True,False,False,True,True,False,True,False,True,False,0
3428,58.0,4.5,9.899999618530272,0.6732100248336792,16,False,True,False,False,True,True,False,True,False,False,True,True,False,True,False,True,False,0
3429,63.349998474121094,4.5,9.899999618530272,0.6732100248336792,17,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,0
3430,47.720001220703125,4.5,9.899999618530272,0.6732100248336792,14,True,False,True,False,False,True,False,True,False,False,True,True,False,False,True,True,False,0
3431,57.310001373291016,4.5,9.899999618530272,0.6732100248336792,14,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,0
3432,49.689998626708984,7.099999904632568,9.960000038146973,1.4041600227355957,15,False,True,False,False,True,False,True,True,False,False,True,True,False,True,False,True,False,0
3433,66.88999938964844,7.099999904632568,9.960000038146973,1.4041600227355957,16,False,True,False,False,True,False,True,True,False,False,True,True,False,False,True,True,False,0
3434,65.79000091552734,7.099999904632568,9.960000038146973,1.4041600227355957,17,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,0
3435,66.25,7.099999904632568,9.960000038146973,1.4041600227355957,12,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,0
3436,51.150001525878906,7.099999904632568,9.960000038146973,1.4041600227355957,12,False,True,True,False,False,False,True,True,False,False,True,True,False,True,False,True,False,0
3437,63.279998779296875,7.199999809265137,8.850000381469727,0.8498799800872803,17,True,False,False,False,True,False,True,True,False,False,True,True,False,True,False,True,False,0
3438,67.70999908447266,7.199999809265137,8.850000381469727,0.8498799800872803,16,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,0
3439,52.86000061035156,7.199999809265137,8.850000381469727,0.8498799800872803,14,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,0
3440,61.06999969482422,7.199999809265137,8.850000381469727,0.8498799800872803,17,True,False,False,False,True,True,False,False,True,False,True,True,False,True,False,True,False,0
3441,65.48999786376953,7.199999809265137,8.850000381469727,0.8498799800872803,17,True,False,False,False,True,True,False,True,False,False,True,True,False,True,False,True,False,0
3442,49.09000015258789,7.199999809265137,8.850000381469727,0.8498799800872803,15,True,False,True,False,False,True,False,True,False,False,True,True,False,False,True,True,False,0
3443,55.31999969482422,7.199999809265137,8.850000381469727,0.8498799800872803,16,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,0
3444,69.95999908447266,7.199999809265137,8.850000381469727,0.8498799800872803,12,True,False,False,False,True,True,False,True,False,False,True,True,False,True,False,True,False,0
3445,62.849998474121094,4.0,9.920000076293944,0.4549700021743774,16,True,False,True,False,False,False,True,False,True,False,True,True,False,True,False,True,False,0
3446,58.630001068115234,4.0,9.920000076293944,0.4549700021743774,12,True,False,False,False,True,False,True,False,True,False,True,True,False,False,True,True,False,0
3447,62.65999984741211,4.0,9.920000076293944,0.4549700021743774,16,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,0
3448,63.459999084472656,4.0,9.920000076293944,0.4549700021743774,17,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,0
3449,54.970001220703125,4.0,9.920000076293944,0.4549700021743774,17,True,False,False,False,True,False,True,True,False,False,True,True,False,True,False,True,False,0
3450,51.83000183105469,4.0,9.920000076293944,0.4549700021743774,12,True,False,False,False,True,False,True,True,False,False,True,True,False,True,False,True,False,0
3451,65.9000015258789,4.0,9.920000076293944,0.4549700021743774,16,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,0
3452,49.310001373291016,4.0,9.920000076293944,0.4549700021743774,15,True,False,False,False,True,False,True,True,False,False,True,True,False,True,False,True,False,0
3453,62.81999969482422,4.0,9.920000076293944,0.4549700021743774,15,True,False,False,False,True,False,True,True,False,False,True,True,False,True,False,True,False,0
3454,53.34000015258789,4.0,9.920000076293944,0.4549700021743774,16,True,False,False,False,True,False,True,False,True,True,False,True,False,False,True,True,False,0
3455,43.9900016784668,4.0,9.920000076293944,0.4549700021743774,14,True,False,False,False,True,False,True,True,False,False,True,True,False,True,False,True,False,0
3456,65.2699966430664,4.0,9.920000076293944,0.4549700021743774,15,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,0
3457,58.869998931884766,4.0,9.920000076293944,0.4549700021743774,14,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,0
3458,58.33000183105469,14.0,12.149999618530272,1.1662800312042236,14,False,True,False,False,True,True,False,True,False,False,True,False,True,True,False,True,False,0
3459,60.689998626708984,14.0,12.149999618530272,1.1662800312042236,16,False,True,False,False,True,True,False,True,False,False,True,False,True,True,False,True,False,0
3460,65.51000213623047,14.0,12.149999618530272,1.1662800312042236,17,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,0
3461,67.98999786376953,14.0,12.149999618530272,1.1662800312042236,14,True,False,False,False,True,True,False,True,False,False,True,False,True,True,False,True,False,0
3462,62.11000061035156,14.0,12.149999618530272,1.1662800312042236,15,True,False,False,False,True,False,True,True,False,False,True,False,True,True,False,True,False,0
3463,55.0099983215332,14.0,12.149999618530272,1.1662800312042236,14,True,False,False,False,True,True,False,False,True,False,True,False,True,True,False,True,False,0
3464,45.15999984741211,14.0,12.149999618530272,1.1662800312042236,13,True,False,True,False,False,True,False,True,False,False,True,False,True,False,True,True,False,0
3465,54.04999923706055,14.0,12.149999618530272,1.1662800312042236,12,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False,0
3466,41.689998626708984,14.0,12.149999618530272,1.1662800312042236,12,False,True,False,False,True,True,False,True,False,True,False,False,True,False,True,True,False,0
3467,65.47000122070312,14.0,12.149999618530272,1.1662800312042236,16,True,False,False,False,True,False,True,True,False,False,True,False,True,True,False,True,False,0
3468,52.68000030517578,14.0,12.149999618530272,1.1662800312042236,16,False,True,False,False,True,False,True,True,False,False,True,False,True,True,False,True,False,0
3469,50.189998626708984,14.0,12.149999618530272,1.1662800312042236,15,True,False,False,False,True,True,False,True,False,False,True,False,True,False,True,True,False,0
3470,43.939998626708984,14.0,12.149999618530272,1.1662800312042236,12,False,True,False,False,True,True,False,True,False,False,True,False,True,True,False,True,False,0
3471,54.400001525878906,5.300000190734863,9.640000343322754,1.1524200439453125,12,True,False,False,False,True,False,True,False,True,False,True,True,False,False,True,True,False,0
3472,58.400001525878906,5.300000190734863,9.640000343322754,1.1524200439453125,14,True,False,False,False,True,True,False,True,False,False,True,True,False,True,False,True,False,0
3473,60.13999938964844,5.300000190734863,9.640000343322754,1.1524200439453125,16,True,False,False,False,True,True,False,False,True,False,True,True,False,True,False,True,False,0
3474,46.709999084472656,5.300000190734863,9.640000343322754,1.1524200439453125,16,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,0
3475,57.290000915527344,5.300000190734863,9.640000343322754,1.1524200439453125,16,True,False,False,False,True,False,True,True,False,False,True,True,False,True,False,True,False,0
3476,59.529998779296875,7.699999809265137,10.8100004196167,1.1258699893951416,17,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,0
3477,56.880001068115234,7.699999809265137,10.8100004196167,1.1258699893951416,12,True,False,False,False,True,True,False,True,False,True,False,True,False,False,True,True,False,0
3478,36.369998931884766,7.699999809265137,10.8100004196167,1.1258699893951416,12,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,0
3479,53.900001525878906,7.699999809265137,10.8100004196167,1.1258699893951416,16,True,False,False,False,True,False,True,True,False,False,True,True,False,False,True,True,False,0
3480,41.0099983215332,7.699999809265137,10.8100004196167,1.1258699893951416,12,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,0
3481,43.25,7.699999809265137,10.8100004196167,1.1258699893951416,16,False,True,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,0
3482,54.06999969482422,4.699999809265137,10.510000228881836,0.8244799971580505,16,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,0
3483,42.52000045776367,4.699999809265137,10.510000228881836,0.8244799971580505,12,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,True,False,0
3484,44.84000015258789,4.699999809265137,10.510000228881836,0.8244799971580505,12,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,0
3485,58.81999969482422,4.699999809265137,10.510000228881836,0.8244799971580505,13,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,0
3486,56.13999938964844,4.699999809265137,10.510000228881836,0.8244799971580505,12,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,0
3487,61.04999923706055,8.0,10.279999732971191,0.9318699836730956,16,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,0
3488,61.18000030517578,8.0,10.279999732971191,0.9318699836730956,16,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,0
3489,55.790000915527344,8.0,10.279999732971191,0.9318699836730956,14,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,0
3490,60.189998626708984,8.0,10.279999732971191,0.9318699836730956,13,True,False,False,False,True,True,False,True,False,False,True,True,False,True,False,True,False,0
3491,60.88999938964844,8.0,10.279999732971191,0.9318699836730956,16,True,False,False,False,True,True,False,True,False,True,False,True,False,False,True,True,False,0
3492,62.529998779296875,8.0,10.279999732971191,0.9318699836730956,17,True,False,False,False,True,True,False,True,False,False,True,True,False,True,False,True,False,0
3493,48.33000183105469,6.400000095367432,9.760000228881836,0.4849900007247925,12,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,0
3494,64.83000183105469,6.400000095367432,9.760000228881836,0.4849900007247925,17,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,0
3495,57.0,6.400000095367432,9.760000228881836,0.4849900007247925,14,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,0
3496,54.47999954223633,6.400000095367432,9.760000228881836,0.4849900007247925,15,True,False,False,False,True,True,False,True,False,False,True,True,False,True,False,True,False,0
3497,41.83000183105469,6.400000095367432,9.760000228881836,0.4849900007247925,12,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,0
3498,49.959999084472656,6.400000095367432,9.760000228881836,0.4849900007247925,16,True,False,False,False,True,False,True,True,False,False,True,True,False,True,False,True,False,0
3499,56.93000030517578,6.400000095367432,9.760000228881836,0.4849900007247925,17,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,0
3500,57.20000076293945,6.300000190734863,9.640000343322754,1.1524200439453125,13,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,0
3501,53.7400016784668,6.300000190734863,9.640000343322754,1.1524200439453125,15,False,True,False,False,True,True,False,True,False,False,True,True,False,True,False,True,False,0
3502,63.16999816894531,6.300000190734863,9.640000343322754,1.1524200439453125,16,False,True,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False,0
3503,65.19000244140625,6.300000190734863,9.640000343322754,1.1524200439453125,15,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,0
3504,61.2599983215332,6.300000190734863,9.640000343322754,1.1524200439453125,15,False,True,False,False,True,False,True,True,False,False,True,True,False,True,False,True,False,0
3505,58.70000076293945,5.400000095367432,8.850000381469727,0.8498799800872803,16,True,False,False,False,True,True,False,False,True,False,True,True,False,True,False,True,False,0
3506,43.08000183105469,5.400000095367432,8.850000381469727,0.8498799800872803,12,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,0
3507,64.30999755859375,5.400000095367432,8.850000381469727,0.8498799800872803,17,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,0
3508,43.16999816894531,5.400000095367432,8.850000381469727,0.8498799800872803,13,True,False,False,False,True,True,False,True,False,False,True,True,False,True,False,True,False,0
3509,46.630001068115234,4.599999904632568,8.09000015258789,0.8891500234603882,16,True,False,False,False,True,False,True,True,False,False,True,True,False,True,False,True,False,0
3510,59.849998474121094,4.599999904632568,8.09000015258789,0.8891500234603882,16,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,0
3511,66.30999755859375,4.599999904632568,8.09000015258789,0.8891500234603882,17,True,False,False,False,True,True,False,False,True,False,True,True,False,True,False,True,False,0
3512,54.779998779296875,4.599999904632568,8.09000015258789,0.8891500234603882,16,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,0
3513,64.5199966430664,4.599999904632568,8.09000015258789,0.8891500234603882,14,True,False,True,False,False,True,False,True,False,False,True,True,False,False,True,True,False,0
3514,49.630001068115234,4.599999904632568,8.09000015258789,0.8891500234603882,12,True,False,False,False,True,True,False,True,False,True,False,True,False,False,True,True,False,0
3515,65.19999694824219,10.699999809265137,10.039999961853027,1.127020001411438,17,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,0
3516,50.40999984741211,10.699999809265137,10.039999961853027,1.127020001411438,16,False,True,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,0
3517,59.099998474121094,10.699999809265137,10.039999961853027,1.127020001411438,17,False,True,True,False,False,False,True,True,False,False,True,True,False,False,True,True,False,0
3518,64.2699966430664,10.699999809265137,10.039999961853027,1.127020001411438,15,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,0
3519,56.119998931884766,10.699999809265137,10.039999961853027,1.127020001411438,16,False,True,True,False,False,True,False,True,False,False,True,True,False,False,True,True,False,0
3520,69.76000213623047,10.699999809265137,10.039999961853027,1.127020001411438,16,False,True,False,False,True,True,False,True,False,False,True,True,False,True,False,True,False,0
3521,57.04999923706055,10.699999809265137,10.039999961853027,1.127020001411438,15,False,True,True,False,False,True,False,True,False,True,False,True,False,False,True,True,False,0
3522,52.83000183105469,10.699999809265137,10.039999961853027,1.127020001411438,15,False,True,False,False,True,False,True,True,False,False,True,True,False,True,False,True,False,0
3523,59.11000061035156,10.699999809265137,10.039999961853027,1.127020001411438,16,False,True,False,False,True,True,False,True,False,False,True,True,False,True,False,True,False,0
3524,46.95000076293945,6.699999809265137,11.619999885559082,1.248270034790039,15,False,True,False,False,True,False,True,True,False,False,True,True,False,True,False,True,False,0
3525,47.470001220703125,6.699999809265137,11.619999885559082,1.248270034790039,12,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,0
3526,55.06999969482422,6.699999809265137,11.619999885559082,1.248270034790039,14,False,True,False,False,True,False,True,False,True,False,True,True,False,False,True,True,False,0
3527,61.77000045776367,6.699999809265137,11.619999885559082,1.248270034790039,12,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,0
